JunctionID	SJ.Chr	SJ.Start	SJ.Stop	SJ.Strand	Gene	SRR924570.M.proventriculus	SRR924573.F.proventriculus	SRR924582.M.spleen	SRR924585.F.spleen	SRR924202.M.adrenal_gland	SRR924485.M.adipose	SRR924539.F.adipose	SRR924540.M.cerebellum	SRR924541.F.cerebellum	SRR924542.M.cerebrum	SRR924546.F.cerebrum	SRR924547.M.testes	SRR924548.F.ovary	SRR924549.M.heart	SRR924550.F.heart	SRR924551.M.hypothalamus	SRR924552.F.hypothalamus	SRR924553.M.kidney	SRR924554.F.kidney	SRR924555.M.liver	SRR924556.F.liver	SRR924557.M.lung	SRR924558.F.lung	SRR924559.M.breast_muscle	SRR924561.F.breast_muscle	SRR924564.M.sciatic nerve	SRR924567.F.sciatic nerve
Contig1_159	Contig1	384387	384466	-	RJF.Contig1.LOC50.MHCY18i	(0 u : 1 m)	(0 u : 2 m)	(0 u : 105 m)	(1 u : 61 m)	(1 u : 56 m)	(1 u : 10 m)	(0 u : 30 m)	(0 u : 5 m)	(0 u : 11 m)	(0 u : 3 m)	(0 u : 5 m)	(No Support?)	(0 u : 1 m)	(0 u : 13 m)	(0 u : 23 m)	(0 u : 22 m)	(0 u : 8 m)	(0 u : 2 m)	(0 u : 142 m)	(0 u : 5 m)	(0 u : 5 m)	(0 u : 27 m)	(0 u : 60 m)	(0 u : 7 m)	(0 u : 3 m)	(0 u : 250 m)	(0 u : 28 m)
Contig1_005	Contig1	128386	128472	+	RJF.Contig1.LOC06.MHCY2B1a	(No Support?)	(No Support?)	(1 u : 0 m)	(1 u : 0 m)	(3 u : 14 m)	(No Support?)	(No Support?)	(No Support?)	(No Support?)	(No Support?)	(No Support?)	(0 u : 3 m)	(No Support?)	(0 u : 1 m)	(0 u : 2 m)	(No Support?)	(No Support?)	(No Support?)	(2 u : 4 m)	(No Support?)	(No Support?)	(0 u : 2 m)	(0 u : 1 m)	(No Support?)	(No Support?)	(1 u : 1 m)	(No Support?)
Contig1_108	Contig1	311827	312071	+	RJF.Contig1.LOC37.MHCY12q	(2 u : 0 m)	(31 u : 1 m)	(405 u : 34 m)	(364 u : 38 m)	(79 u : 29 m)	(240 u : 26 m)	(313 u : 19 m)	(4 u : 1 m)	(10 u : 0 m)	(2 u : 1 m)	(3 u : 3 m)	(9 u : 0 m)	(93 u : 3 m)	(46 u : 9 m)	(143 u : 6 m)	(9 u : 3 m)	(8 u : 4 m)	(69 u : 3 m)	(240 u : 35 m)	(45 u : 1 m)	(80 u : 6 m)	(358 u : 43 m)	(751 u : 60 m)	(4 u : 0 m)	(11 u : 1 m)	(132 u : 38 m)	(41 u : 5 m)
Contig1_120	Contig1	333851	334044	+	RJF.Contig1.LOC41.YLEC17e	(No Support?)	(No Support?)	(0 u : 5 m)	(No Support?)	(No Support?)	(No Support?)	(0 u : 2 m)	(No Support?)	(No Support?)	(No Support?)	(No Support?)	(No Support?)	(0 u : 4 m)	(No Support?)	(No Support?)	(No Support?)	(No Support?)	(No Support?)	(No Support?)	(No Support?)	(No Support?)	(0 u : 1 m)	(0 u : 2 m)	(No Support?)	(No Support?)	(No Support?)	(No Support?)
Contig1_154	Contig1	380013	380277	+	RJF.Contig1.LOC49.YLEC19d	(No Support?)	(0 u : 5 m)	(0 u : 219 m)	(0 u : 100 m)	(0 u : 36 m)	(0 u : 36 m)	(0 u : 61 m)	(0 u : 3 m)	(0 u : 2 m)	(0 u : 1 m)	(0 u : 1 m)	(No Support?)	(0 u : 16 m)	(0 u : 24 m)	(0 u : 8 m)	(0 u : 4 m)	(0 u : 2 m)	(0 u : 6 m)	(0 u : 82 m)	(0 u : 18 m)	(0 u : 17 m)	(0 u : 41 m)	(0 u : 37 m)	(0 u : 3 m)	(0 u : 1 m)	(0 u : 44 m)	(0 u : 16 m)
Contig1_028	Contig1	186376	186489	-	RJF.Contig1.LOC14.MHCY2v	(0 u : 2 m)	(0 u : 13 m)	(0 u : 234 m)	(0 u : 145 m)	(0 u : 295 m)	(0 u : 56 m)	(0 u : 105 m)	(0 u : 26 m)	(0 u : 15 m)	(0 u : 10 m)	(0 u : 11 m)	(0 u : 3 m)	(0 u : 14 m)	(0 u : 74 m)	(0 u : 119 m)	(0 u : 62 m)	(0 u : 33 m)	(0 u : 8 m)	(0 u : 472 m)	(0 u : 23 m)	(0 u : 19 m)	(0 u : 175 m)	(0 u : 223 m)	(0 u : 9 m)	(0 u : 14 m)	(0 u : 1153 m)	(0 u : 88 m)
Contig1_022	Contig1	174251	174408	-	RJF.Contig1.LOC13.MHCY1d	(1 u : 0 m)	(2 u : 0 m)	(32 u : 0 m)	(16 u : 0 m)	(123 u : 0 m)	(13 u : 0 m)	(16 u : 0 m)	(11 u : 0 m)	(15 u : 0 m)	(3 u : 0 m)	(4 u : 0 m)	(No Support?)	(1 u : 0 m)	(15 u : 0 m)	(24 u : 0 m)	(22 u : 0 m)	(14 u : 0 m)	(6 u : 0 m)	(315 u : 0 m)	(16 u : 0 m)	(11 u : 1 m)	(33 u : 0 m)	(47 u : 0 m)	(3 u : 0 m)	(4 u : 0 m)	(207 u : 1 m)	(33 u : 0 m)
Contig1_173	Contig1	408076	408233	-	RJF.Contig1.LOC52.MHCY20o	(0 u : 4 m)	(0 u : 17 m)	(3 u : 191 m)	(1 u : 108 m)	(0 u : 131 m)	(1 u : 37 m)	(0 u : 81 m)	(0 u : 21 m)	(0 u : 10 m)	(0 u : 4 m)	(0 u : 13 m)	(No Support?)	(0 u : 8 m)	(0 u : 43 m)	(0 u : 85 m)	(0 u : 33 m)	(0 u : 14 m)	(1 u : 11 m)	(1 u : 316 m)	(0 u : 25 m)	(0 u : 26 m)	(2 u : 151 m)	(1 u : 181 m)	(0 u : 19 m)	(0 u : 9 m)	(1 u : 524 m)	(1 u : 40 m)
Contig1_165	Contig1	396435	396529	-	RJF.Contig1.LOC51.MHCY19t	(No Support?)	(0 u : 3 m)	(2 u : 157 m)	(1 u : 103 m)	(2 u : 28 m)	(0 u : 18 m)	(0 u : 20 m)	(0 u : 1 m)	(0 u : 1 m)	(No Support?)	(0 u : 1 m)	(0 u : 1 m)	(0 u : 4 m)	(0 u : 11 m)	(0 u : 7 m)	(0 u : 3 m)	(No Support?)	(0 u : 2 m)	(0 u : 27 m)	(0 u : 6 m)	(0 u : 8 m)	(0 u : 33 m)	(0 u : 69 m)	(0 u : 5 m)	(0 u : 2 m)	(0 u : 26 m)	(0 u : 3 m)
Contig1_038	Contig1	204770	204864	-	RJF.Contig1.LOC17.MHCY4v	(0 u : 8 m)	(0 u : 59 m)	(0 u : 1710 m)	(0 u : 900 m)	(0 u : 463 m)	(0 u : 362 m)	(0 u : 391 m)	(0 u : 44 m)	(0 u : 28 m)	(0 u : 21 m)	(0 u : 15 m)	(0 u : 4 m)	(0 u : 48 m)	(0 u : 225 m)	(0 u : 496 m)	(0 u : 75 m)	(0 u : 38 m)	(0 u : 43 m)	(0 u : 683 m)	(0 u : 93 m)	(0 u : 55 m)	(0 u : 1276 m)	(0 u : 1519 m)	(0 u : 21 m)	(0 u : 33 m)	(0 u : 2021 m)	(0 u : 117 m)
Contig1_081	Contig1	263204	263359	-	RJF.Contig1.LOC30.MHCY8a	(No Support?)	(0 u : 15 m)	(5 u : 286 m)	(3 u : 156 m)	(3 u : 1320 m)	(2 u : 77 m)	(1 u : 75 m)	(0 u : 130 m)	(0 u : 93 m)	(0 u : 46 m)	(0 u : 36 m)	(No Support?)	(0 u : 5 m)	(2 u : 168 m)	(2 u : 292 m)	(0 u : 258 m)	(0 u : 105 m)	(0 u : 24 m)	(4 u : 1666 m)	(0 u : 46 m)	(0 u : 22 m)	(1 u : 422 m)	(3 u : 387 m)	(1 u : 23 m)	(0 u : 16 m)	(20 u : 6820 m)	(1 u : 319 m)
Contig1_007	Contig1	134810	135441	-	RJF.Contig1.LOC07.ZNFY1a	(0 u : 6 m)	(0 u : 7 m)	(0 u : 12 m)	(0 u : 14 m)	(0 u : 82 m)	(0 u : 24 m)	(0 u : 30 m)	(0 u : 67 m)	(0 u : 86 m)	(0 u : 25 m)	(0 u : 51 m)	(0 u : 2 m)	(0 u : 7 m)	(0 u : 16 m)	(0 u : 15 m)	(0 u : 86 m)	(0 u : 109 m)	(0 u : 9 m)	(0 u : 161 m)	(0 u : 9 m)	(0 u : 4 m)	(0 u : 23 m)	(0 u : 19 m)	(0 u : 7 m)	(0 u : 12 m)	(0 u : 132 m)	(0 u : 22 m)
Contig1_004	Contig1	128275	128361	+	RJF.Contig1.LOC06.MHCY2B1a	(No Support?)	(No Support?)	(No Support?)	(No Support?)	(No Support?)	(No Support?)	(No Support?)	(No Support?)	(No Support?)	(No Support?)	(No Support?)	(No Support?)	(No Support?)	(No Support?)	(No Support?)	(No Support?)	(No Support?)	(No Support?)	(No Support?)	(No Support?)	(No Support?)	(No Support?)	(No Support?)	(No Support?)	(No Support?)	(No Support?)	(No Support?)
Contig1_118	Contig1	326238	326395	-	RJF.Contig1.LOC39.MHCY13e	(No Support?)	(0 u : 3 m)	(0 u : 30 m)	(0 u : 22 m)	(0 u : 172 m)	(0 u : 16 m)	(0 u : 14 m)	(0 u : 24 m)	(0 u : 21 m)	(0 u : 5 m)	(0 u : 8 m)	(No Support?)	(No Support?)	(0 u : 25 m)	(0 u : 46 m)	(0 u : 25 m)	(0 u : 8 m)	(0 u : 4 m)	(0 u : 179 m)	(0 u : 5 m)	(0 u : 1 m)	(0 u : 63 m)	(0 u : 72 m)	(0 u : 2 m)	(0 u : 1 m)	(0 u : 786 m)	(1 u : 41 m)
Contig1_129	Contig1	338408	338490	-	RJF.Contig1.LOC42.MHCY14s	(0 u : 22 m)	(0 u : 70 m)	(0 u : 720 m)	(1 u : 456 m)	(0 u : 588 m)	(0 u : 221 m)	(0 u : 519 m)	(0 u : 71 m)	(0 u : 58 m)	(0 u : 23 m)	(0 u : 20 m)	(0 u : 7 m)	(0 u : 31 m)	(0 u : 287 m)	(0 u : 478 m)	(0 u : 88 m)	(0 u : 57 m)	(0 u : 91 m)	(0 u : 2585 m)	(0 u : 161 m)	(0 u : 118 m)	(1 u : 532 m)	(0 u : 641 m)	(0 u : 23 m)	(0 u : 56 m)	(0 u : 1525 m)	(0 u : 338 m)
Contig1_078	Contig1	263965	264045	-	RJF.Contig1.LOC30.MHCY8a	(0 u : 17 m)	(0 u : 65 m)	(24 u : 2686 m)	(11 u : 1452 m)	(4 u : 1278 m)	(11 u : 692 m)	(9 u : 682 m)	(0 u : 145 m)	(1 u : 85 m)	(1 u : 53 m)	(0 u : 38 m)	(1 u : 6 m)	(3 u : 55 m)	(8 u : 625 m)	(10 u : 1247 m)	(0 u : 272 m)	(0 u : 83 m)	(1 u : 157 m)	(5 u : 1452 m)	(3 u : 203 m)	(2 u : 205 m)	(40 u : 4673 m)	(51 u : 4882 m)	(0 u : 84 m)	(0 u : 115 m)	(44 u : 7546 m)	(1 u : 309 m)
Contig1_016	Contig1	166010	166096	-	RJF.Contig1.LOC12.MHCY2B2b	(No Support?)	(1 u : 0 m)	(No Support?)	(1 u : 0 m)	(54 u : 3 m)	(No Support?)	(1 u : 0 m)	(No Support?)	(No Support?)	(No Support?)	(No Support?)	(1 u : 0 m)	(No Support?)	(1 u : 0 m)	(No Support?)	(No Support?)	(No Support?)	(No Support?)	(6 u : 1 m)	(No Support?)	(No Support?)	(No Support?)	(2 u : 0 m)	(No Support?)	(2 u : 0 m)	(4 u : 1 m)	(2 u : 0 m)
Contig1_092	Contig1	274261	274340	-	RJF.Contig1.LOC32.MHCY9i	(0 u : 1 m)	(0 u : 2 m)	(0 u : 105 m)	(1 u : 61 m)	(1 u : 56 m)	(1 u : 10 m)	(0 u : 30 m)	(0 u : 5 m)	(0 u : 11 m)	(0 u : 3 m)	(0 u : 5 m)	(No Support?)	(0 u : 1 m)	(0 u : 13 m)	(0 u : 23 m)	(0 u : 22 m)	(0 u : 8 m)	(0 u : 2 m)	(0 u : 142 m)	(0 u : 5 m)	(0 u : 5 m)	(0 u : 27 m)	(0 u : 60 m)	(0 u : 7 m)	(0 u : 3 m)	(0 u : 250 m)	(0 u : 27 m)
Contig1_012	Contig1	167060	167291	-	RJF.Contig1.LOC12.MHCY2B2b	(No Support?)	(0 u : 1 m)	(No Support?)	(0 u : 1 m)	(0 u : 6 m)	(0 u : 1 m)	(No Support?)	(No Support?)	(No Support?)	(No Support?)	(No Support?)	(No Support?)	(No Support?)	(0 u : 1 m)	(0 u : 1 m)	(No Support?)	(No Support?)	(No Support?)	(0 u : 3 m)	(No Support?)	(No Support?)	(No Support?)	(0 u : 2 m)	(0 u : 1 m)	(No Support?)	(0 u : 5 m)	(0 u : 1 m)
Contig1_066	Contig1	234730	234814	-	RJF.Contig1.LOC24.YLEC10c	(0 u : 2 m)	(0 u : 9 m)	(0 u : 126 m)	(0 u : 46 m)	(1 u : 57 m)	(0 u : 17 m)	(0 u : 44 m)	(0 u : 9 m)	(No Support?)	(No Support?)	(0 u : 4 m)	(No Support?)	(0 u : 3 m)	(0 u : 9 m)	(0 u : 12 m)	(0 u : 4 m)	(0 u : 3 m)	(0 u : 2 m)	(1 u : 109 m)	(0 u : 15 m)	(0 u : 9 m)	(0 u : 10 m)	(0 u : 15 m)	(0 u : 3 m)	(0 u : 9 m)	(0 u : 130 m)	(0 u : 28 m)
Contig1_122	Contig1	334424	334508	+	RJF.Contig1.LOC41.YLEC17e	(No Support?)	(No Support?)	(No Support?)	(0 u : 1 m)	(No Support?)	(No Support?)	(No Support?)	(No Support?)	(No Support?)	(No Support?)	(No Support?)	(No Support?)	(No Support?)	(No Support?)	(No Support?)	(No Support?)	(No Support?)	(No Support?)	(No Support?)	(No Support?)	(No Support?)	(No Support?)	(No Support?)	(No Support?)	(No Support?)	(No Support?)	(No Support?)
Contig1_021	Contig1	174442	174536	-	RJF.Contig1.LOC13.MHCY1d	(1 u : 0 m)	(4 u : 0 m)	(53 u : 0 m)	(41 u : 0 m)	(128 u : 0 m)	(30 u : 0 m)	(25 u : 0 m)	(14 u : 0 m)	(17 u : 0 m)	(3 u : 0 m)	(6 u : 0 m)	(1 u : 0 m)	(2 u : 2 m)	(26 u : 0 m)	(43 u : 0 m)	(19 u : 0 m)	(9 u : 0 m)	(4 u : 0 m)	(368 u : 2 m)	(17 u : 0 m)	(9 u : 1 m)	(49 u : 0 m)	(62 u : 0 m)	(2 u : 0 m)	(11 u : 0 m)	(239 u : 1 m)	(29 u : 0 m)
Contig1_148	Contig1	373330	373485	-	RJF.Contig1.LOC48.MHCY17a	(No Support?)	(0 u : 15 m)	(5 u : 286 m)	(3 u : 156 m)	(2 u : 1320 m)	(2 u : 77 m)	(1 u : 75 m)	(0 u : 130 m)	(0 u : 93 m)	(0 u : 46 m)	(1 u : 36 m)	(No Support?)	(0 u : 5 m)	(4 u : 168 m)	(2 u : 292 m)	(0 u : 258 m)	(1 u : 105 m)	(0 u : 24 m)	(2 u : 1664 m)	(0 u : 46 m)	(0 u : 22 m)	(1 u : 422 m)	(3 u : 387 m)	(1 u : 23 m)	(0 u : 16 m)	(23 u : 6820 m)	(1 u : 319 m)
Contig1_008	Contig1	134606	134710	-	RJF.Contig1.LOC07.ZNFY1a	(0 u : 17 m)	(0 u : 22 m)	(0 u : 28 m)	(0 u : 11 m)	(0 u : 121 m)	(0 u : 30 m)	(0 u : 42 m)	(0 u : 66 m)	(0 u : 74 m)	(0 u : 22 m)	(0 u : 35 m)	(0 u : 2 m)	(0 u : 10 m)	(0 u : 30 m)	(0 u : 39 m)	(0 u : 87 m)	(0 u : 81 m)	(0 u : 12 m)	(0 u : 183 m)	(0 u : 25 m)	(0 u : 14 m)	(0 u : 31 m)	(0 u : 38 m)	(0 u : 55 m)	(0 u : 95 m)	(0 u : 166 m)	(0 u : 20 m)
Contig1_056	Contig1	227964	228218	-	RJF.Contig1.LOC22.YLEC8a	(0 u : 18 m)	(0 u : 52 m)	(0 u : 2264 m)	(0 u : 973 m)	(0 u : 234 m)	(0 u : 283 m)	(0 u : 456 m)	(0 u : 26 m)	(0 u : 16 m)	(0 u : 7 m)	(0 u : 7 m)	(0 u : 1 m)	(0 u : 24 m)	(0 u : 100 m)	(0 u : 97 m)	(0 u : 19 m)	(0 u : 8 m)	(0 u : 55 m)	(0 u : 791 m)	(0 u : 182 m)	(0 u : 140 m)	(0 u : 250 m)	(0 u : 241 m)	(0 u : 31 m)	(0 u : 53 m)	(0 u : 327 m)	(0 u : 143 m)
Contig1_039	Contig1	204416	204496	-	RJF.Contig1.LOC17.MHCY4v	(0 u : 1 m)	(0 u : 8 m)	(0 u : 216 m)	(0 u : 122 m)	(0 u : 400 m)	(0 u : 34 m)	(0 u : 99 m)	(0 u : 35 m)	(0 u : 26 m)	(0 u : 8 m)	(0 u : 17 m)	(0 u : 2 m)	(0 u : 12 m)	(0 u : 85 m)	(0 u : 150 m)	(0 u : 86 m)	(0 u : 28 m)	(0 u : 11 m)	(0 u : 596 m)	(0 u : 33 m)	(0 u : 10 m)	(0 u : 171 m)	(0 u : 151 m)	(0 u : 12 m)	(0 u : 20 m)	(0 u : 1592 m)	(0 u : 126 m)
Contig1_106	Contig1	297950	298107	-	RJF.Contig1.LOC34.MHCY11o	(0 u : 4 m)	(0 u : 17 m)	(3 u : 191 m)	(1 u : 108 m)	(0 u : 130 m)	(0 u : 37 m)	(1 u : 81 m)	(0 u : 21 m)	(0 u : 10 m)	(0 u : 4 m)	(0 u : 13 m)	(No Support?)	(0 u : 8 m)	(0 u : 43 m)	(0 u : 85 m)	(0 u : 33 m)	(0 u : 14 m)	(1 u : 11 m)	(1 u : 316 m)	(0 u : 25 m)	(0 u : 26 m)	(0 u : 151 m)	(1 u : 181 m)	(0 u : 19 m)	(0 u : 9 m)	(1 u : 524 m)	(1 u : 40 m)
Contig1_071	Contig1	244188	244442	+	RJF.Contig1.LOC27.MHCY7l	(0 u : 130 m)	(2 u : 216 m)	(6 u : 1520 m)	(3 u : 1032 m)	(1 u : 219 m)	(6 u : 363 m)	(2 u : 386 m)	(0 u : 123 m)	(0 u : 53 m)	(0 u : 18 m)	(0 u : 21 m)	(0 u : 24 m)	(0 u : 140 m)	(0 u : 92 m)	(1 u : 218 m)	(0 u : 45 m)	(0 u : 33 m)	(3 u : 150 m)	(2 u : 395 m)	(0 u : 44 m)	(0 u : 94 m)	(4 u : 290 m)	(12 u : 920 m)	(2 u : 130 m)	(0 u : 133 m)	(4 u : 234 m)	(1 u : 64 m)
Contig1_168	Contig1	409713	409838	-	RJF.Contig1.LOC52.MHCY20o	(No Support?)	(0 u : 2 m)	(0 u : 49 m)	(0 u : 22 m)	(0 u : 43 m)	(0 u : 5 m)	(0 u : 15 m)	(0 u : 6 m)	(0 u : 12 m)	(0 u : 6 m)	(0 u : 5 m)	(No Support?)	(0 u : 1 m)	(0 u : 41 m)	(0 u : 87 m)	(0 u : 14 m)	(0 u : 4 m)	(0 u : 5 m)	(0 u : 83 m)	(0 u : 27 m)	(0 u : 7 m)	(0 u : 12 m)	(0 u : 18 m)	(0 u : 1 m)	(0 u : 4 m)	(2 u : 171 m)	(0 u : 19 m)
Contig1_096	Contig1	287180	287305	-	RJF.Contig1.LOC33.MHCY10t	(No Support?)	(No Support?)	(0 u : 14 m)	(0 u : 8 m)	(0 u : 18 m)	(0 u : 1 m)	(0 u : 5 m)	(No Support?)	(No Support?)	(No Support?)	(No Support?)	(No Support?)	(No Support?)	(0 u : 3 m)	(0 u : 8 m)	(0 u : 1 m)	(No Support?)	(0 u : 1 m)	(0 u : 8 m)	(0 u : 4 m)	(No Support?)	(0 u : 1 m)	(0 u : 5 m)	(No Support?)	(No Support?)	(0 u : 23 m)	(0 u : 2 m)
Contig1_089	Contig1	275491	275616	-	RJF.Contig1.LOC32.MHCY9i	(No Support?)	(0 u : 1 m)	(0 u : 138 m)	(0 u : 94 m)	(0 u : 82 m)	(0 u : 16 m)	(1 u : 26 m)	(0 u : 5 m)	(0 u : 5 m)	(0 u : 2 m)	(0 u : 7 m)	(No Support?)	(0 u : 1 m)	(0 u : 15 m)	(0 u : 43 m)	(1 u : 15 m)	(0 u : 4 m)	(0 u : 3 m)	(0 u : 68 m)	(0 u : 20 m)	(0 u : 2 m)	(0 u : 22 m)	(0 u : 40 m)	(0 u : 4 m)	(0 u : 2 m)	(1 u : 288 m)	(0 u : 26 m)
Contig1_010	Contig1	159035	159666	+	RJF.Contig1.LOC11.ZNFY2a	(0 u : 6 m)	(0 u : 7 m)	(0 u : 12 m)	(0 u : 14 m)	(1 u : 81 m)	(0 u : 24 m)	(0 u : 30 m)	(2 u : 67 m)	(1 u : 81 m)	(0 u : 25 m)	(1 u : 48 m)	(0 u : 2 m)	(0 u : 7 m)	(0 u : 16 m)	(0 u : 15 m)	(5 u : 83 m)	(1 u : 104 m)	(0 u : 9 m)	(2 u : 154 m)	(0 u : 9 m)	(0 u : 4 m)	(0 u : 22 m)	(0 u : 19 m)	(0 u : 7 m)	(0 u : 12 m)	(2 u : 131 m)	(0 u : 22 m)
Contig1_116	Contig1	326645	326727	-	RJF.Contig1.LOC39.MHCY13e	(No Support?)	(0 u : 3 m)	(0 u : 63 m)	(0 u : 37 m)	(0 u : 105 m)	(0 u : 22 m)	(0 u : 33 m)	(0 u : 13 m)	(0 u : 14 m)	(0 u : 6 m)	(0 u : 11 m)	(No Support?)	(No Support?)	(0 u : 45 m)	(0 u : 114 m)	(0 u : 39 m)	(0 u : 16 m)	(0 u : 2 m)	(0 u : 137 m)	(0 u : 9 m)	(0 u : 6 m)	(0 u : 149 m)	(0 u : 151 m)	(0 u : 5 m)	(0 u : 11 m)	(0 u : 674 m)	(0 u : 25 m)
Contig1_058	Contig1	232229	232424	-	RJF.Contig1.LOC23.YLEC9b	(0 u : 51 m)	(0 u : 262 m)	(0 u : 20807 m)	(0 u : 10658 m)	(0 u : 271 m)	(0 u : 1812 m)	(0 u : 1749 m)	(0 u : 36 m)	(0 u : 15 m)	(0 u : 10 m)	(0 u : 14 m)	(0 u : 9 m)	(0 u : 190 m)	(0 u : 253 m)	(0 u : 326 m)	(0 u : 19 m)	(0 u : 15 m)	(0 u : 797 m)	(0 u : 661 m)	(0 u : 367 m)	(0 u : 865 m)	(0 u : 1487 m)	(0 u : 2796 m)	(0 u : 156 m)	(0 u : 183 m)	(0 u : 314 m)	(0 u : 95 m)
Contig1_051	Contig1	224214	224295	+	RJF.Contig1.LOC21.MHCY6u	(0 u : 4 m)	(0 u : 7 m)	(0 u : 176 m)	(0 u : 90 m)	(0 u : 307 m)	(0 u : 42 m)	(0 u : 37 m)	(0 u : 208 m)	(0 u : 132 m)	(1 u : 46 m)	(0 u : 66 m)	(0 u : 1 m)	(0 u : 12 m)	(0 u : 8 m)	(0 u : 32 m)	(0 u : 153 m)	(0 u : 133 m)	(0 u : 4 m)	(0 u : 550 m)	(0 u : 12 m)	(0 u : 19 m)	(0 u : 16 m)	(0 u : 33 m)	(0 u : 5 m)	(0 u : 5 m)	(0 u : 231 m)	(0 u : 94 m)
Contig1_128	Contig1	338764	338858	-	RJF.Contig1.LOC42.MHCY14s	(0 u : 28 m)	(0 u : 166 m)	(0 u : 4965 m)	(0 u : 3133 m)	(0 u : 566 m)	(0 u : 1633 m)	(0 u : 2031 m)	(0 u : 56 m)	(0 u : 72 m)	(0 u : 17 m)	(0 u : 31 m)	(0 u : 7 m)	(0 u : 146 m)	(0 u : 387 m)	(0 u : 894 m)	(0 u : 90 m)	(0 u : 64 m)	(0 u : 519 m)	(0 u : 2380 m)	(0 u : 246 m)	(0 u : 415 m)	(0 u : 3081 m)	(0 u : 5650 m)	(0 u : 43 m)	(0 u : 58 m)	(0 u : 1281 m)	(0 u : 258 m)
Contig1_150	Contig1	378763	378958	+	RJF.Contig1.LOC49.YLEC19d	(No Support?)	(No Support?)	(1 u : 8 m)	(0 u : 7 m)	(0 u : 2 m)	(0 u : 2 m)	(0 u : 13 m)	(No Support?)	(0 u : 3 m)	(No Support?)	(No Support?)	(No Support?)	(0 u : 28 m)	(No Support?)	(0 u : 1 m)	(No Support?)	(No Support?)	(0 u : 1 m)	(0 u : 2 m)	(No Support?)	(No Support?)	(0 u : 26 m)	(0 u : 15 m)	(No Support?)	(0 u : 1 m)	(0 u : 8 m)	(No Support?)
Contig1_137	Contig1	353259	353384	+	RJF.Contig1.LOC44.MHCY15m	(0 u : 30 m)	(0 u : 33 m)	(No Support?)	(No Support?)	(0 u : 45 m)	(No Support?)	(0 u : 2 m)	(No Support?)	(No Support?)	(No Support?)	(No Support?)	(0 u : 1 m)	(0 u : 3 m)	(0 u : 14 m)	(0 u : 26 m)	(No Support?)	(No Support?)	(No Support?)	(0 u : 1 m)	(0 u : 2 m)	(0 u : 4 m)	(No Support?)	(No Support?)	(0 u : 11 m)	(0 u : 18 m)	(0 u : 1 m)	(No Support?)
Contig1_141	Contig1	354731	354799	+	RJF.Contig1.LOC44.MHCY15m	(0 u : 3 m)	(0 u : 4 m)	(No Support?)	(No Support?)	(0 u : 4 m)	(No Support?)	(No Support?)	(No Support?)	(No Support?)	(No Support?)	(No Support?)	(0 u : 1 m)	(0 u : 1 m)	(No Support?)	(No Support?)	(No Support?)	(No Support?)	(No Support?)	(No Support?)	(No Support?)	(No Support?)	(No Support?)	(No Support?)	(0 u : 3 m)	(0 u : 4 m)	(No Support?)	(No Support?)
Contig1_149	Contig1	373112	373296	-	RJF.Contig1.LOC48.MHCY17a	(0 u : 3 m)	(0 u : 16 m)	(0 u : 301 m)	(0 u : 129 m)	(0 u : 1329 m)	(0 u : 57 m)	(0 u : 81 m)	(0 u : 141 m)	(0 u : 103 m)	(0 u : 47 m)	(0 u : 37 m)	(No Support?)	(0 u : 2 m)	(0 u : 228 m)	(0 u : 361 m)	(0 u : 262 m)	(0 u : 87 m)	(0 u : 25 m)	(1 u : 1620 m)	(0 u : 55 m)	(0 u : 38 m)	(0 u : 469 m)	(0 u : 378 m)	(0 u : 16 m)	(0 u : 24 m)	(6 u : 7291 m)	(0 u : 317 m)
Contig1_025	Contig1	187317	187561	-	RJF.Contig1.LOC14.MHCY2v	(0 u : 7 m)	(0 u : 49 m)	(0 u : 1915 m)	(0 u : 899 m)	(0 u : 445 m)	(0 u : 348 m)	(0 u : 488 m)	(0 u : 37 m)	(0 u : 44 m)	(0 u : 15 m)	(0 u : 16 m)	(0 u : 5 m)	(0 u : 78 m)	(0 u : 291 m)	(0 u : 511 m)	(0 u : 84 m)	(0 u : 36 m)	(0 u : 56 m)	(0 u : 628 m)	(0 u : 85 m)	(0 u : 93 m)	(0 u : 1316 m)	(0 u : 1712 m)	(0 u : 31 m)	(0 u : 47 m)	(0 u : 2061 m)	(0 u : 128 m)
Contig1_036	Contig1	205647	205772	-	RJF.Contig1.LOC17.MHCY4v	(No Support?)	(0 u : 3 m)	(0 u : 108 m)	(0 u : 62 m)	(0 u : 194 m)	(0 u : 14 m)	(0 u : 38 m)	(0 u : 16 m)	(0 u : 12 m)	(No Support?)	(0 u : 11 m)	(No Support?)	(0 u : 6 m)	(0 u : 28 m)	(0 u : 78 m)	(0 u : 22 m)	(0 u : 8 m)	(0 u : 10 m)	(0 u : 194 m)	(0 u : 15 m)	(0 u : 5 m)	(0 u : 56 m)	(0 u : 58 m)	(0 u : 7 m)	(0 u : 6 m)	(0 u : 766 m)	(0 u : 58 m)
